# Title:                 FLOW SERIES
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       
# missing values are indicated by -999.000
#
# file generation date:  2030-07-21
#
# GRDC-No.:              6343100
# River:                 Vanilla
# Station:               WATERCASTEL
# Country:               Dreamland
# Latitude (DD):       95.5543845
# Longitude (DD):      82.453464
# Catchment area (km2):      11983.0
# Altitude (m ASL):        629.51
# Next downstream station:      7777777
# 
# 
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m3/s
# Time series:           1826-11 - 2016-12
# No. of years:          191
# Last update:           2028-11-29
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 69458
# DATA
YYYY-MM-DD;hh:mm; Value
1936-12-24;--:--;154
1936-12-25;--:--;143
1936-12-26;--:--;138
1936-12-27;--:--;137
1936-12-28;--:--;134
1936-12-29;--:--;141
1936-12-30;--:--;134
1936-12-31;--:--;136
1937-01-01;--:--;129
1937-01-02;--:--;123
1937-01-03;--:--;129
1937-01-04;--:--;133
1937-01-05;--:--;138
1937-01-06;--:--;140
1937-01-07;--:--;141
1937-01-08;--:--;197
1937-01-09;--:--;170
1937-01-10;--:--;143
1937-01-11;--:--;125
1937-01-12;--:--;133
1937-01-13;--:--;134
1937-01-14;--:--;129
1937-01-15;--:--;134
1937-01-16;--:--;146
1937-01-17;--:--;137
1937-01-18;--:--;126
1937-01-19;--:--;134
1937-01-20;--:--;166
1937-01-21;--:--;138
1937-01-22;--:--;133
1937-01-23;--:--;127
1937-01-24;--:--;126
1937-01-25;--:--;125
1937-01-26;--:--;134
1937-01-27;--:--;134
1937-01-28;--:--;131
1937-01-29;--:--;138
1937-01-30;--:--;134
1937-01-31;--:--;159
1937-02-01;--:--;136
1937-02-02;--:--;136
1937-02-03;--:--;138
1937-02-04;--:--;134
1937-02-05;--:--;131
1937-02-06;--:--;140
1937-02-07;--:--;156
1937-02-08;--:--;140
1937-02-09;--:--;153
1937-02-10;--:--;148
1937-02-11;--:--;154
1937-02-12;--:--;153
1937-02-13;--:--;145
1937-02-14;--:--;136
1937-02-15;--:--;131
1937-02-16;--:--;136
1937-02-17;--:--;140
1937-02-18;--:--;163
1937-02-19;--:--;153
1937-02-20;--:--;165
1937-02-21;--:--;229
1937-02-22;--:--;175
1937-02-23;--:--;240
1937-02-24;--:--;209
1937-02-25;--:--;183
1937-02-26;--:--;174
1937-02-27;--:--;211
1937-02-28;--:--;206
1937-03-01;--:--;215
1937-03-02;--:--;195
1937-03-03;--:--;177
1937-03-04;--:--;175
1937-03-05;--:--;166
1937-03-06;--:--;166
1937-03-07;--:--;189
1937-03-08;--:--;168
1937-03-09;--:--;170
1937-03-10;--:--;177
1937-03-11;--:--;204
1937-03-12;--:--;177
1937-03-13;--:--;206
1937-03-14;--:--;202
1937-03-15;--:--;245
1937-03-16;--:--;219
1937-03-17;--:--;200
1937-03-18;--:--;200
1937-03-19;--:--;215
1937-03-20;--:--;223
1937-03-21;--:--;296
1937-03-22;--:--;283
1937-03-23;--:--;247
1937-03-24;--:--;232
1937-03-25;--:--;217
1937-03-26;--:--;204
1937-03-27;--:--;197
1937-03-28;--:--;193
1937-03-29;--:--;181
1937-03-30;--:--;185
1937-03-31;--:--;160
1937-04-01;--:--;159
1937-04-02;--:--;175
1937-04-03;--:--;203
1937-04-04;--:--;224
1937-04-05;--:--;318
1937-04-06;--:--;323
1937-04-07;--:--;299
1937-04-08;--:--;307
1937-04-09;--:--;346
1937-04-10;--:--;352
1937-04-11;--:--;349
1937-04-12;--:--;337
1937-04-13;--:--;313
1937-04-14;--:--;326
1937-04-15;--:--;376
1937-04-16;--:--;376
1937-04-17;--:--;364
1937-04-18;--:--;334
1937-04-19;--:--;294
1937-04-20;--:--;276
1937-04-21;--:--;269
1937-04-22;--:--;274
1937-04-23;--:--;266
1937-04-24;--:--;310
1937-04-25;--:--;321
1937-04-26;--:--;276
1937-04-27;--:--;266
1937-04-28;--:--;252
1937-04-29;--:--;242
1937-04-30;--:--;237
1937-05-01;--:--;228
1937-05-02;--:--;240
1937-05-03;--:--;281
1937-05-04;--:--;323
1937-05-05;--:--;389
1937-05-06;--:--;451
1937-05-07;--:--;392
1937-05-08;--:--;389
1937-05-09;--:--;404
1937-05-10;--:--;470
1937-05-11;--:--;496
1937-05-12;--:--;541
1937-05-13;--:--;516
1937-05-14;--:--;523
1937-05-15;--:--;544
1937-05-16;--:--;534
1937-05-17;--:--;573
1937-05-18;--:--;613
1937-05-19;--:--;684
1937-05-20;--:--;680
1937-05-21;--:--;751
1937-05-22;--:--;1180
1937-05-23;--:--;1070
1937-05-24;--:--;849
1937-05-25;--:--;888
1937-05-26;--:--;997
1937-05-27;--:--;1050
1937-05-28;--:--;1090
1937-05-29;--:--;1100
1937-05-30;--:--;1130
1937-05-31;--:--;1120
1937-06-01;--:--;1080
1937-06-02;--:--;1180
1937-06-03;--:--;1260
1937-06-04;--:--;1130
1937-06-05;--:--;1000
1937-06-06;--:--;1010
1937-06-07;--:--;1090
1937-06-08;--:--;1230
1937-06-09;--:--;1110
1937-06-10;--:--;1050
1937-06-11;--:--;1110
1937-06-12;--:--;1170
1937-06-13;--:--;1160
1937-06-14;--:--;1050
1937-06-15;--:--;1020
1937-06-16;--:--;1070
1937-06-17;--:--;1230
1937-06-18;--:--;854
1937-06-19;--:--;759
1937-06-20;--:--;704
1937-06-21;--:--;716
1937-06-22;--:--;638
1937-06-23;--:--;591
1937-06-24;--:--;594
1937-06-25;--:--;665
1937-06-26;--:--;716
1937-06-27;--:--;700
1937-06-28;--:--;661
1937-06-29;--:--;716
1937-06-30;--:--;692
1937-07-01;--:--;728
1937-07-02;--:--;573
1937-07-03;--:--;527
1937-07-04;--:--;558
1937-07-05;--:--;598
1937-07-06;--:--;605
1937-07-07;--:--;616
1937-07-08;--:--;700
1937-07-09;--:--;696
1937-07-10;--:--;665
1937-07-11;--:--;751
1937-07-12;--:--;657
1937-07-13;--:--;562
1937-07-14;--:--;580
1937-07-15;--:--;551
1937-07-16;--:--;580
1937-07-17;--:--;724
1937-07-18;--:--;646
1937-07-19;--:--;591
1937-07-20;--:--;598
1937-07-21;--:--;638
1937-07-22;--:--;669
1937-07-23;--:--;609
1937-07-24;--:--;602
1937-07-25;--:--;708
1937-07-26;--:--;724
1937-07-27;--:--;736
1937-07-28;--:--;609
1937-07-29;--:--;558
1937-07-30;--:--;527
1937-07-31;--:--;520
1937-08-01;--:--;541
1937-08-02;--:--;919
1937-08-03;--:--;824
1937-08-04;--:--;763
1937-08-05;--:--;620
1937-08-06;--:--;580
1937-08-07;--:--;544
1937-08-08;--:--;530
1937-08-09;--:--;513
1937-08-10;--:--;523
1937-08-11;--:--;509
1937-08-12;--:--;474
1937-08-13;--:--;490
1937-08-14;--:--;548
1937-08-15;--:--;580
1937-08-16;--:--;716
1937-08-17;--:--;544
1937-08-18;--:--;490
1937-08-19;--:--;616
1937-08-20;--:--;573
1937-08-21;--:--;676
1937-08-22;--:--;692
1937-08-23;--:--;573
1937-08-24;--:--;841
1937-08-25;--:--;888
1937-08-26;--:--;716
1937-08-27;--:--;665
1937-08-28;--:--;616
1937-08-29;--:--;576
1937-08-30;--:--;523
1937-08-31;--:--;516
1937-09-01;--:--;587
1937-09-02;--:--;516
1937-09-03;--:--;477
1937-09-04;--:--;457
1937-09-05;--:--;594
1937-09-06;--:--;470
1937-09-07;--:--;438
1937-09-08;--:--;429
1937-09-09;--:--;416
1937-09-10;--:--;448
1937-09-11;--:--;716
1937-09-12;--:--;708
1937-09-13;--:--;624
1937-09-14;--:--;558
1937-09-15;--:--;555
1937-09-16;--:--;503
1937-09-17;--:--;461
1937-09-18;--:--;548
1937-09-19;--:--;739
1937-09-20;--:--;661
1937-09-21;--:--;688
1937-09-22;--:--;580
1937-09-23;--:--;583
1937-09-24;--:--;1080
1937-09-25;--:--;743
1937-09-26;--:--;613
1937-09-27;--:--;555
1937-09-28;--:--;537
1937-09-29;--:--;580
1937-09-30;--:--;591
1937-10-01;--:--;520
1937-10-02;--:--;470
1937-10-03;--:--;429
1937-10-04;--:--;407
1937-10-05;--:--;602
1937-10-06;--:--;598
1937-10-07;--:--;576
1937-10-08;--:--;513
1937-10-09;--:--;506
1937-10-10;--:--;464
1937-10-11;--:--;444
1937-10-12;--:--;438
1937-10-13;--:--;404
1937-10-14;--:--;382
1937-10-15;--:--;367
1937-10-16;--:--;379
1937-10-17;--:--;426
1937-10-18;--:--;364
1937-10-19;--:--;346
1937-10-20;--:--;329
1937-10-21;--:--;318
1937-10-22;--:--;310
1937-10-23;--:--;294
1937-10-24;--:--;292
1937-10-25;--:--;329
1937-10-26;--:--;318
1937-10-27;--:--;297
1937-10-28;--:--;287
1937-10-29;--:--;276
1937-10-30;--:--;276
1937-10-31;--:--;274
1937-11-01;--:--;259
1937-11-02;--:--;254
1937-11-03;--:--;262
1937-11-04;--:--;245
1937-11-05;--:--;238
1937-11-06;--:--;231
1937-11-07;--:--;224
1937-11-08;--:--;214
1937-11-09;--:--;214
1937-11-10;--:--;220
1937-11-11;--:--;231
1937-11-12;--:--;222
1937-11-13;--:--;216
1937-11-14;--:--;216
1937-11-15;--:--;199
1937-11-16;--:--;203
1937-11-17;--:--;193
1937-11-18;--:--;185
1937-11-19;--:--;220
1937-11-20;--:--;218
1937-11-21;--:--;207
1937-11-22;--:--;195
1937-11-23;--:--;195
1937-11-24;--:--;185
1937-11-25;--:--;185
1937-11-26;--:--;189
1937-11-27;--:--;180
1937-11-28;--:--;178
1937-11-29;--:--;170
1937-11-30;--:--;170
1937-12-01;--:--;176
1937-12-02;--:--;174
1937-12-03;--:--;178
1937-12-04;--:--;211
1937-12-05;--:--;185
1937-12-06;--:--;170
1937-12-07;--:--;170
1937-12-08;--:--;172
1937-12-09;--:--;187
1937-12-10;--:--;199
1937-12-11;--:--;199
1937-12-12;--:--;174
1937-12-13;--:--;169
1937-12-14;--:--;170
1937-12-15;--:--;169
1937-12-16;--:--;167
1937-12-17;--:--;162
1937-12-18;--:--;163
1937-12-19;--:--;158
1937-12-20;--:--;150
1937-12-21;--:--;148
1937-12-22;--:--;143
1937-12-23;--:--;148
1937-12-24;--:--;154
1937-12-25;--:--;174
1937-12-26;--:--;207
1937-12-27;--:--;183
1937-12-28;--:--;170
1937-12-29;--:--;162
1937-12-30;--:--;150
1937-12-31;--:--;143
1938-01-01;--:--;143
1938-01-02;--:--;137
1938-01-03;--:--;138
1938-01-04;--:--;137
1938-01-05;--:--;143
1938-01-06;--:--;140
1938-01-07;--:--;137
1938-01-08;--:--;135
1938-01-09;--:--;138
1938-01-10;--:--;130
1938-01-11;--:--;133
1938-01-12;--:--;135
1938-01-13;--:--;169
1938-01-14;--:--;220
1938-01-15;--:--;207
1938-01-16;--:--;183
1938-01-17;--:--;165
1938-01-18;--:--;216
1938-01-19;--:--;213
1938-01-20;--:--;197
1938-01-21;--:--;197
1938-01-22;--:--;180
1938-01-23;--:--;163
1938-01-24;--:--;151
1938-01-25;--:--;150
1938-01-26;--:--;148
1938-01-27;--:--;150
1938-01-28;--:--;151
1938-01-29;--:--;145
1938-01-30;--:--;201
1938-01-31;--:--;185
1938-02-01;--:--;169
1938-02-02;--:--;170
1938-02-03;--:--;169
1938-02-04;--:--;162
1938-02-05;--:--;158
1938-02-06;--:--;150
1938-02-07;--:--;142
1938-02-08;--:--;143
1938-02-09;--:--;143
1938-02-10;--:--;133
1938-02-11;--:--;140
1938-02-12;--:--;148
1938-02-13;--:--;133
1938-02-14;--:--;134
1938-02-15;--:--;126
1938-02-16;--:--;131
1938-02-17;--:--;130
1938-02-18;--:--;135
1938-02-19;--:--;131
1938-02-20;--:--;128
1938-02-21;--:--;120
1938-02-22;--:--;130
1938-02-23;--:--;130
1938-02-24;--:--;126
1938-02-25;--:--;124
1938-02-26;--:--;123
1938-02-27;--:--;123
1938-02-28;--:--;133
1938-03-01;--:--;141
1938-03-02;--:--;154
1938-03-03;--:--;172
1938-03-04;--:--;174
1938-03-05;--:--;170
1938-03-06;--:--;156
1938-03-07;--:--;159
1938-03-08;--:--;170
1938-03-09;--:--;187
1938-03-10;--:--;187
1938-03-11;--:--;205
1938-03-12;--:--;240
1938-03-13;--:--;205
1938-03-14;--:--;174
1938-03-15;--:--;166
1938-03-16;--:--;163
1938-03-17;--:--;172
1938-03-18;--:--;189
1938-03-19;--:--;185
1938-03-20;--:--;218
1938-03-21;--:--;229
1938-03-22;--:--;240
1938-03-23;--:--;220
1938-03-24;--:--;205
1938-03-25;--:--;218
1938-03-26;--:--;218
1938-03-27;--:--;207
1938-03-28;--:--;197
1938-03-29;--:--;218
1938-03-30;--:--;224
1938-03-31;--:--;279
1938-04-01;--:--;395
1938-04-02;--:--;373
1938-04-03;--:--;334
1938-04-04;--:--;340
1938-04-05;--:--;289
1938-04-06;--:--;252
1938-04-07;--:--;245
1938-04-08;--:--;214
1938-04-09;--:--;236
1938-04-10;--:--;207
1938-04-11;--:--;191
1938-04-12;--:--;203
1938-04-13;--:--;201
1938-04-14;--:--;193
1938-04-15;--:--;189
1938-04-16;--:--;197
1938-04-17;--:--;205
1938-04-18;--:--;197
1938-04-19;--:--;205
1938-04-20;--:--;197
1938-04-21;--:--;195
1938-04-22;--:--;168
1938-04-23;--:--;158
1938-04-24;--:--;156
1938-04-25;--:--;174
1938-04-26;--:--;199
1938-04-27;--:--;178
1938-04-28;--:--;156
1938-04-29;--:--;161
1938-04-30;--:--;156
1938-05-01;--:--;185
1938-05-02;--:--;156
1938-05-03;--:--;189
1938-05-04;--:--;187
1938-05-05;--:--;161
1938-05-06;--:--;180
1938-05-07;--:--;236
1938-05-08;--:--;236
1938-05-09;--:--;245
1938-05-10;--:--;289
1938-05-11;--:--;343
1938-05-12;--:--;276
1938-05-13;--:--;349
1938-05-14;--:--;391
1938-05-15;--:--;413
1938-05-16;--:--;499
1938-05-17;--:--;526
1938-05-18;--:--;540
1938-05-19;--:--;493
1938-05-20;--:--;435
1938-05-21;--:--;391
1938-05-22;--:--;352
1938-05-23;--:--;326
1938-05-24;--:--;340
1938-05-25;--:--;496
1938-05-26;--:--;395
1938-05-27;--:--;349
1938-05-28;--:--;379
1938-05-29;--:--;422
1938-05-30;--:--;379
1938-05-31;--:--;407
1938-06-01;--:--;499
1938-06-02;--:--;540
1938-06-03;--:--;627
1938-06-04;--:--;676
1938-06-05;--:--;544
1938-06-06;--:--;537
1938-06-07;--:--;601
1938-06-08;--:--;653
1938-06-09;--:--;715
1938-06-10;--:--;790
1938-06-11;--:--;1050
1938-06-12;--:--;991
1938-06-13;--:--;883
1938-06-14;--:--;909
1938-06-15;--:--;1040
1938-06-16;--:--;815
1938-06-17;--:--;711
1938-06-18;--:--;583
1938-06-19;--:--;634
1938-06-20;--:--;623
1938-06-21;--:--;668
1938-06-22;--:--;727
1938-06-23;--:--;836
1938-06-24;--:--;883
1938-06-25;--:--;807
1938-06-26;--:--;794
1938-06-27;--:--;857
1938-06-28;--:--;848
1938-06-29;--:--;815
1938-06-30;--:--;819
1938-07-01;--:--;811
1938-07-02;--:--;874
1938-07-03;--:--;1080
1938-07-04;--:--;857
1938-07-05;--:--;664
1938-07-06;--:--;657
1938-07-07;--:--;590
1938-07-08;--:--;540
1938-07-09;--:--;576
1938-07-10;--:--;790
1938-07-11;--:--;634
1938-07-12;--:--;547
1938-07-13;--:--;496
1938-07-14;--:--;561
1938-07-15;--:--;547
1938-07-16;--:--;547
1938-07-17;--:--;687
1938-07-18;--:--;634
1938-07-19;--:--;623
1938-07-20;--:--;601
1938-07-21;--:--;579
1938-07-22;--:--;590
1938-07-23;--:--;519
1938-07-24;--:--;509
1938-07-25;--:--;642
1938-07-26;--:--;594
1938-07-27;--:--;551
1938-07-28;--:--;590
1938-07-29;--:--;565
1938-07-30;--:--;576
1938-07-31;--:--;544
1938-08-01;--:--;547
1938-08-02;--:--;544
1938-08-03;--:--;506
1938-08-04;--:--;530
1938-08-05;--:--;519
1938-08-06;--:--;523
1938-08-07;--:--;533
1938-08-08;--:--;530
1938-08-09;--:--;523
1938-08-10;--:--;537
1938-08-11;--:--;576
1938-08-12;--:--;499
1938-08-13;--:--;576
1938-08-14;--:--;547
1938-08-15;--:--;703
1938-08-16;--:--;608
1938-08-17;--:--;516
1938-08-18;--:--;496
1938-08-19;--:--;470
1938-08-20;--:--;451
1938-08-21;--:--;464
1938-08-22;--:--;786
1938-08-23;--:--;684
1938-08-24;--:--;684
1938-08-25;--:--;530
1938-08-26;--:--;447
1938-08-27;--:--;451
1938-08-28;--:--;480
1938-08-29;--:--;516
1938-08-30;--:--;523
1938-08-31;--:--;480
1938-09-01;--:--;1090
1938-09-02;--:--;715
1938-09-03;--:--;579
1938-09-04;--:--;499
1938-09-05;--:--;638
1938-09-06;--:--;583
1938-09-07;--:--;530
1938-09-08;--:--;464
1938-09-09;--:--;416
1938-09-10;--:--;391
1938-09-11;--:--;451
1938-09-12;--:--;407
1938-09-13;--:--;385
1938-09-14;--:--;373
1938-09-15;--:--;364
1938-09-16;--:--;441
1938-09-17;--:--;407
1938-09-18;--:--;352
1938-09-19;--:--;318
1938-09-20;--:--;313
1938-09-21;--:--;305
1938-09-22;--:--;294
1938-09-23;--:--;279
1938-09-24;--:--;279
1938-09-25;--:--;305
1938-09-26;--:--;279
1938-09-27;--:--;266
1938-09-28;--:--;262
1938-09-29;--:--;254
1938-09-30;--:--;269
1938-10-01;--:--;284
1938-10-02;--:--;329
1938-10-03;--:--;313
1938-10-04;--:--;318
1938-10-05;--:--;316
1938-10-06;--:--;284
1938-10-07;--:--;271
1938-10-08;--:--;252
1938-10-09;--:--;257
1938-10-10;--:--;236
1938-10-11;--:--;222
1938-10-12;--:--;227
1938-10-13;--:--;222
1938-10-14;--:--;209
1938-10-15;--:--;207
1938-10-16;--:--;222
1938-10-17;--:--;195
1938-10-18;--:--;197
1938-10-19;--:--;199
1938-10-20;--:--;199
1938-10-21;--:--;189
1938-10-22;--:--;181
1938-10-23;--:--;166
1938-10-24;--:--;166
1938-10-25;--:--;168
1938-10-26;--:--;170
1938-10-27;--:--;166
1938-10-28;--:--;172
1938-10-29;--:--;163
1938-10-30;--:--;161
1938-10-31;--:--;152
1938-11-01;--:--;155
1938-11-02;--:--;148
1938-11-03;--:--;148
1938-11-04;--:--;153
1938-11-05;--:--;173
1938-11-06;--:--;176
1938-11-07;--:--;171
1938-11-08;--:--;160
1938-11-09;--:--;151
1938-11-10;--:--;150
1938-11-11;--:--;150
1938-11-12;--:--;148
1938-11-13;--:--;135
1938-11-14;--:--;139
1938-11-15;--:--;137
1938-11-16;--:--;137
1938-11-17;--:--;129
1938-11-18;--:--;134
1938-11-19;--:--;135
1938-11-20;--:--;127
1938-11-21;--:--;121
1938-11-22;--:--;128
1938-11-23;--:--;137
1938-11-24;--:--;135
1938-11-25;--:--;128
1938-11-26;--:--;129
1938-11-27;--:--;124
1938-11-28;--:--;119
1938-11-29;--:--;127
1938-11-30;--:--;127
1938-12-01;--:--;131
1938-12-02;--:--;131
1938-12-03;--:--;127
1938-12-04;--:--;117
1938-12-05;--:--;116
1938-12-06;--:--;119
1938-12-07;--:--;135
1938-12-08;--:--;124
1938-12-09;--:--;115
1938-12-10;--:--;115
1938-12-11;--:--;114
1938-12-12;--:--;112
1938-12-13;--:--;113
1938-12-14;--:--;114
1938-12-15;--:--;112
1938-12-16;--:--;108
1938-12-17;--:--;101
1938-12-18;--:--;105
1938-12-19;--:--;93.9
1938-12-20;--:--;102
1938-12-21;--:--;105
1938-12-22;--:--;123
1938-12-23;--:--;102
1938-12-24;--:--;105
1938-12-25;--:--;104
1938-12-26;--:--;97.1
1938-12-27;--:--;93.7
1938-12-28;--:--;96.4
1938-12-29;--:--;105
1938-12-30;--:--;112
1938-12-31;--:--;107
1939-01-01;--:--;105
1939-01-02;--:--;107
1939-01-03;--:--;110
1939-01-04;--:--;108
1939-01-05;--:--;104
1939-01-06;--:--;105
1939-01-07;--:--;102
1939-01-08;--:--;95
1939-01-09;--:--;98.6
1939-01-10;--:--;103
1939-01-11;--:--;94.5
1939-01-12;--:--;94.5
1939-01-13;--:--;103
1939-01-14;--:--;100
1939-01-15;--:--;98.6
1939-01-16;--:--;98.6
1939-01-17;--:--;109
1939-01-18;--:--;115
1939-01-19;--:--;127
1939-01-20;--:--;123
1939-01-21;--:--;111
1939-01-22;--:--;115
1939-01-23;--:--;108
1939-01-24;--:--;115
1939-01-25;--:--;117
1939-01-26;--:--;108
1939-01-27;--:--;107
1939-01-28;--:--;107
1939-01-29;--:--;97.1
1939-01-30;--:--;95
1939-01-31;--:--;96.4
1939-02-01;--:--;96.4
1939-02-02;--:--;94.5
1939-02-03;--:--;102
1939-02-04;--:--;93.9
1939-02-05;--:--;92.4
1939-02-06;--:--;93.5
1939-02-07;--:--;93.2
1939-02-08;--:--;96.4
1939-02-09;--:--;97.9
1939-02-10;--:--;97.1
1939-02-11;--:--;208
1939-02-12;--:--;165
1939-02-13;--:--;132
1939-02-14;--:--;124
1939-02-15;--:--;111
1939-02-16;--:--;110
1939-02-17;--:--;107
1939-02-18;--:--;108
1939-02-19;--:--;116
1939-02-20;--:--;116
1939-02-21;--:--;121
1939-02-22;--:--;104
1939-02-23;--:--;105
1939-02-24;--:--;101
1939-02-25;--:--;117
1939-02-26;--:--;111
1939-02-27;--:--;103
1939-02-28;--:--;116
1939-03-01;--:--;110
1939-03-02;--:--;107
1939-03-03;--:--;101
1939-03-04;--:--;101
1939-03-05;--:--;98.6
1939-03-06;--:--;103
1939-03-07;--:--;229
1939-03-08;--:--;407
1939-03-09;--:--;267
1939-03-10;--:--;204
1939-03-11;--:--;184
1939-03-12;--:--;153
1939-03-13;--:--;139
1939-03-14;--:--;135
1939-03-15;--:--;135
1939-03-16;--:--;135
1939-03-17;--:--;135
1939-03-18;--:--;121
1939-03-19;--:--;112
1939-03-20;--:--;125
1939-03-21;--:--;117
1939-03-22;--:--;110
1939-03-23;--:--;106
1939-03-24;--:--;124
1939-03-25;--:--;114
1939-03-26;--:--;119
1939-03-27;--:--;123
1939-03-28;--:--;125
1939-03-29;--:--;127
1939-03-30;--:--;127
1939-03-31;--:--;134
1939-04-01;--:--;148
1939-04-02;--:--;182
1939-04-03;--:--;212
1939-04-04;--:--;202
1939-04-05;--:--;272
1939-04-06;--:--;308
1939-04-07;--:--;373
1939-04-08;--:--;404
1939-04-09;--:--;382
1939-04-10;--:--;379
1939-04-11;--:--;382
1939-04-12;--:--;334
1939-04-13;--:--;343
1939-04-14;--:--;397
1939-04-15;--:--;416
1939-04-16;--:--;370
1939-04-17;--:--;321
1939-04-18;--:--;329
1939-04-19;--:--;297
1939-04-20;--:--;267
1939-04-21;--:--;247
1939-04-22;--:--;241
1939-04-23;--:--;245
1939-04-24;--:--;257
1939-04-25;--:--;236
1939-04-26;--:--;223
1939-04-27;--:--;212
1939-04-28;--:--;206
1939-04-29;--:--;210
1939-04-30;--:--;196
1939-05-01;--:--;221
1939-05-02;--:--;236
1939-05-03;--:--;218
1939-05-04;--:--;225
1939-05-05;--:--;221
1939-05-06;--:--;192
1939-05-07;--:--;194
1939-05-08;--:--;204
1939-05-09;--:--;277
1939-05-10;--:--;297
1939-05-11;--:--;241
1939-05-12;--:--;269
1939-05-13;--:--;269
1939-05-14;--:--;277
1939-05-15;--:--;269
1939-05-16;--:--;310
1939-05-17;--:--;287
1939-05-18;--:--;302
1939-05-19;--:--;267
1939-05-20;--:--;272
1939-05-21;--:--;272
1939-05-22;--:--;476
1939-05-23;--:--;486
1939-05-24;--:--;550
1939-05-25;--:--;376
1939-05-26;--:--;373
1939-05-27;--:--;343
1939-05-28;--:--;340
1939-05-29;--:--;579
1939-05-30;--:--;512
1939-05-31;--:--;428
1939-06-01;--:--;388
1939-06-02;--:--;397
1939-06-03;--:--;496
1939-06-04;--:--;533
1939-06-05;--:--;630
1939-06-06;--:--;675
1939-06-07;--:--;652
1939-06-08;--:--;777
1939-06-09;--:--;746
1939-06-10;--:--;856
1939-06-11;--:--;818
1939-06-12;--:--;856
1939-06-13;--:--;971
1939-06-14;--:--;826
1939-06-15;--:--;718
1939-06-16;--:--;586
1939-06-17;--:--;547
1939-06-18;--:--;499
1939-06-19;--:--;675
1939-06-20;--:--;649
1939-06-21;--:--;645
1939-06-22;--:--;802
1939-06-23;--:--;798
1939-06-24;--:--;789
1939-06-25;--:--;826
1939-06-26;--:--;762
1939-06-27;--:--;754
1939-06-28;--:--;722
1939-06-29;--:--;619
1939-06-30;--:--;619
1939-07-01;--:--;738
1939-07-02;--:--;895
1939-07-03;--:--;843
1939-07-04;--:--;672
1939-07-05;--:--;572
1939-07-06;--:--;615
1939-07-07;--:--;691
1939-07-08;--:--;730
1939-07-09;--:--;718
1939-07-10;--:--;798
1939-07-11;--:--;839
1939-07-12;--:--;694
1939-07-13;--:--;623
1939-07-14;--:--;586
1939-07-15;--:--;652
1939-07-16;--:--;718
1939-07-17;--:--;714
1939-07-18;--:--;706
1939-07-19;--:--;608
1939-07-20;--:--;593
1939-07-21;--:--;634
1939-07-22;--:--;623
1939-07-23;--:--;794
1939-07-24;--:--;758
1939-07-25;--:--;672
1939-07-26;--:--;683
1939-07-27;--:--;623
1939-07-28;--:--;579
1939-07-29;--:--;540
1939-07-30;--:--;499
1939-07-31;--:--;496
1939-08-01;--:--;554
1939-08-02;--:--;579
1939-08-03;--:--;536
1939-08-04;--:--;550
1939-08-05;--:--;604
1939-08-06;--:--;714
1939-08-07;--:--;926
1939-08-08;--:--;672
1939-08-09;--:--;638
1939-08-10;--:--;550
1939-08-11;--:--;496
1939-08-12;--:--;493
1939-08-13;--:--;516
1939-08-14;--:--;572
1939-08-15;--:--;533
1939-08-16;--:--;509
1939-08-17;--:--;533
1939-08-18;--:--;509
1939-08-19;--:--;457
1939-08-20;--:--;419
1939-08-21;--:--;413
1939-08-22;--:--;413
1939-08-23;--:--;404
1939-08-24;--:--;404
1939-08-25;--:--;391
1939-08-26;--:--;410
1939-08-27;--:--;394
1939-08-28;--:--;382
1939-08-29;--:--;352
1939-08-30;--:--;346
1939-08-31;--:--;376
1939-09-01;--:--;373
1939-09-02;--:--;404
1939-09-03;--:--;435
1939-09-04;--:--;346
1939-09-05;--:--;376
1939-09-06;--:--;579
1939-09-07;--:--;483
1939-09-08;--:--;385
1939-09-09;--:--;373
1939-09-10;--:--;340
1939-09-11;--:--;321
1939-09-12;--:--;318
1939-09-13;--:--;346
1939-09-14;--:--;493
1939-09-15;--:--;361
1939-09-16;--:--;467
1939-09-17;--:--;358
1939-09-18;--:--;343
1939-09-19;--:--;318
1939-09-20;--:--;431
1939-09-21;--:--;450
1939-09-22;--:--;400
1939-09-23;--:--;397
1939-09-24;--:--;329
1939-09-25;--:--;326
1939-09-26;--:--;321
1939-09-27;--:--;287
1939-09-28;--:--;290
1939-09-29;--:--;269
1939-09-30;--:--;282
1939-10-01;--:--;252
1939-10-02;--:--;225
1939-10-03;--:--;245
1939-10-04;--:--;232
1939-10-05;--:--;232
1939-10-06;--:--;252
1939-10-07;--:--;370
1939-10-08;--:--;326
1939-10-09;--:--;326
1939-10-10;--:--;329
1939-10-11;--:--;457
1939-10-12;--:--;321
1939-10-13;--:--;337
1939-10-14;--:--;292
1939-10-15;--:--;284
1939-10-16;--:--;277
1939-10-17;--:--;352
1939-10-18;--:--;364
1939-10-19;--:--;376
1939-10-20;--:--;467
1939-10-21;--:--;557
1939-10-22;--:--;441
1939-10-23;--:--;382
1939-10-24;--:--;516
1939-10-25;--:--;450
1939-10-26;--:--;404
1939-10-27;--:--;382
1939-10-28;--:--;340
1939-10-29;--:--;316
